Frequency	VDOS
0.159154943	0.01696404
0.238732415	0.017320425
0.318309886	0.017801226
0.397887358	0.018387483
0.477464829	0.019054299
0.557042301	0.019771421
0.636619772	0.020504749
0.716197244	0.021218887
0.795774715	0.02188067
0.875352187	0.022463351
0.954929659	0.022950955
1.03450713	0.023342141
1.114084602	0.023652848
1.193662073	0.023917103
1.273239545	0.024185495
1.352817016	0.024521166
1.432394488	0.024993479
1.511971959	0.025669907
1.591549431	0.026607042
1.671126902	0.027841835
1.750704374	0.029384289
1.830281846	0.031212747
1.909859317	0.033272679
1.989436789	0.035479462
2.06901426	0.03772515
2.148591732	0.039888678
2.228169203	0.041848449
2.307746675	0.043495835
2.387324146	0.044747919
2.466901618	0.045557783
2.546479089	0.045920861
2.626056561	0.045876335
2.705634033	0.045503102
2.785211504	0.044910568
2.864788976	0.044225169
2.944366447	0.043574159
3.023943919	0.043068605
3.10352139	0.042787733
3.183098862	0.042766706
3.262676333	0.042989572
3.342253805	0.043388528
3.421831276	0.043849917
3.501408748	0.044226506
3.58098622	0.044354804
3.660563691	0.044075422
3.740141163	0.043254045
3.819718634	0.041800316
3.899296106	0.039682106
3.978873577	0.036933092
4.058451049	0.033652304
4.13802852	0.029995319
4.217605992	0.026157861
4.297183463	0.022353639
4.376760935	0.01878916
4.456338407	0.015638878
4.535915878	0.013024208
4.61549335	0.010999678
4.695070821	0.009548718
4.774648293	0.008590416
4.854225764	0.007997089
4.933803236	0.007620936
5.013380707	0.007326552
5.092958179	0.007024896
5.17253565	0.006703686
5.252113122	0.006449171
5.331690594	0.006455002
5.411268065	0.007015301
5.490845537	0.008501029
5.570423008	0.011320976
5.65000048	0.015871027
5.729577951	0.022477253
5.809155423	0.031339795
5.888732894	0.042484942
5.968310366	0.055732362
6.047887837	0.070682949
6.127465309	0.08673051
6.207042781	0.103097624
6.286620252	0.118893044
6.366197724	0.133185152
6.445775195	0.145083857
6.525352667	0.153822003
6.604930138	0.158827274
6.68450761	0.15977656
6.764085081	0.156626815
6.843662553	0.149619198
6.923240024	0.139256494
7.002817496	0.126256851
7.082394968	0.111489531
7.161972439	0.09590016
7.241549911	0.08043373
7.321127382	0.065963296
7.400704854	0.053231035
7.480282325	0.042806276
7.559859797	0.035062687
7.639437268	0.030174324
7.71901474	0.028128124
7.798592212	0.028748845
7.878169683	0.03173171
7.957747155	0.036677997
8.037324626	0.04312952
8.116902098	0.050599132
8.196479569	0.058595758
8.276057041	0.06664384
8.355634512	0.074298054
8.435211984	0.081154838
8.514789455	0.086862264
8.594366927	0.091129474
8.673944399	0.093736167
8.75352187	0.094541796
8.833099342	0.093493398
8.912676813	0.090630455
8.992254285	0.0860851
9.071831756	0.080076294
9.151409228	0.072897243
9.230986699	0.064896321
9.310564171	0.056452722
9.390141642	0.047948988
9.469719114	0.039743165
9.549296586	0.032143549
9.628874057	0.025388762
9.708451529	0.019635222
9.788029	0.014953149
9.867606472	0.011331115
9.947183943	0.008688072
10.02676141	0.006890905
10.10633889	0.005774977
10.18591636	0.005164961
10.26549383	0.004893484
10.3450713	0.004815631
10.42464877	0.004818173
10.50422624	0.004823207
10.58380372	0.004786726
10.66338119	0.00469326
10.74295866	0.004548091
10.82253613	0.004368673
10.9021136	0.004176673
10.98169107	0.003991719
11.06126854	0.003827451
11.14084602	0.003689945
11.22042349	0.003578215
11.30000096	0.003486138
11.37957843	0.003405083
11.4591559	0.00332651
11.53873337	0.003243987
11.61831085	0.003154304
11.69788832	0.003057622
11.77746579	0.002956808
11.85704326	0.002856249
11.93662073	0.00276053
12.0161982	0.002673274
12.09577567	0.002596411
12.17535315	0.002529957
12.25493062	0.002472279
12.33450809	0.002420714
12.41408556	0.002372336
12.49366303	0.002324667
12.5732405	0.00227618
12.65281798	0.002226493
12.73239545	0.002176254
12.81197292	0.002126782
12.89155039	0.002079588
12.97112786	0.002035896
13.05070533	0.0019963
13.13028281	0.001960608
13.20986028	0.001927902
13.28943775	0.00189678
13.36901522	0.001865702
13.44859269	0.001833345
13.52817016	0.001798892
13.60774763	0.001762176
13.68732511	0.001723681
13.76690258	0.00168439
13.84648005	0.001645547
13.92605752	0.001608386
14.00563499	0.001573898
14.08521246	0.001542681
14.16478994	0.001514897
14.24436741	0.001490337
14.32394488	0.001468552
14.40352235	0.001449023
14.48309982	0.00143131
14.56267729	0.001415145
14.64225476	0.001400451
14.72183224	0.001387289
14.80140971	0.00137575
14.88098718	0.001365831
14.96056465	0.001357326
15.04014212	0.001349766
15.11971959	0.001342433
15.19929707	0.001334425
15.27887454	0.001324788
15.35845201	0.001312663
15.43802948	0.001297419
15.51760695	0.001278752
15.59718442	0.001256726
15.67676189	0.001231749
15.75633937	0.001204488
15.83591684	0.001175764
15.91549431	0.001146427
15.99507178	0.001117248
16.07464925	0.001088856
16.15422672	0.001061707
16.2338042	0.001036099
16.31338167	0.001012217
16.39295914	0.000990182
16.47253661	0.000970097
16.55211408	0.00095207
16.63169155	0.000936204
16.71126902	0.000922574
16.7908465	0.000911175
16.87042397	0.000901882
16.95000144	0.000894421
17.02957891	0.00088837
17.10915638	0.000883187
17.18873385	0.000878272
17.26831133	0.000873042
17.3478888	0.000867006
17.42746627	0.000859832
17.50704374	0.000851378
17.58662121	0.000841693
17.66619868	0.000830982
17.74577615	0.00081955
17.82535363	0.000807729
17.9049311	0.000795812
17.98450857	0.000784005
18.06408604	0.000772407
18.14366351	0.000761014
18.22324098	0.000749755
18.30281846	0.000738534
18.38239593	0.00072728
18.4619734	0.000715986
18.54155087	0.000704722
18.62112834	0.00069363
18.70070581	0.000682897
18.78028328	0.000672712
18.85986076	0.000663224
18.93943823	0.000654506
19.0190157	0.000646536
19.09859317	0.000639206
19.17817064	0.000632343
19.25774811	0.00062575
19.33732559	0.000619248
19.41690306	0.00061272
